,mean,std,2.5q,25q,50q,75q,97.5q,mc err,param,subject,actions
0,2.4953951459184993,1.2011322631510088,0.81417170287012,1.6229903385342601,2.2814956741993373,3.115295499059521,5.512494791882201,0.03732928813299199,a,,00D
1,2.973724260765616,0.9514456311416163,1.4355285540620115,2.3015677648928463,2.8587013033188486,3.5281383943194538,5.182942971139315,0.030585118302822838,a_std,,00D
2,9.547581544979986,2.6687076034122748,5.2510577973762285,7.694712298410475,9.209642603757972,11.126535315363569,15.466754787914228,0.14561070612723465,a,Pro-self,00D
3,8.731319962933139,1.759008914305618,6.037640688513416,7.523670982137363,8.473536700107031,9.638131920424472,12.852205101511927,0.09513212694267209,a,Pro-social,00D
4,-0.4929791727915244,0.7623945906156064,-1.8554354054257156,-0.7938674444044618,-0.581478004268865,-0.30033276888403965,1.446372868748905,0.015320542435229904,v,,00D
5,0.8252436336160326,0.8331926467533209,0.018279800341709375,0.21794734547561245,0.5390508933866657,1.168381525770061,3.06263859987142,0.031057937897295433,v_std,,00D
6,-0.7463760770369802,0.1889684016699191,-1.1387674555887626,-0.8745334941680187,-0.7334904933477642,-0.6132576274565076,-0.40596005461260165,0.007838857195284484,v,Pro-self,00D
7,-0.536747116156254,0.1222983890538015,-0.7856484518057121,-0.6168681815752703,-0.530164319554304,-0.4536888002063598,-0.3037021922515314,0.004638447595760441,v,Pro-social,00D
8,0.46897692959764925,0.21937895520582576,0.14577165580599116,0.31031722778957044,0.4335092219422409,0.5942175749202904,0.9867295651291967,0.009239462765427269,t,,00D
9,0.6140520306433208,0.4557819008690032,0.03691941068397097,0.2595632535491244,0.5210222271456454,0.8707220959440961,1.7369984908221083,0.02052979634255455,t_std,,00D
10,0.6924589862184518,0.7165412997419194,0.00022127713447681876,0.14857914701331648,0.47330562000839466,0.956989399892641,2.6553604753296263,0.03465213312455179,t,Pro-self,00D
11,0.4107838410535075,0.45780898364363926,2.082839472015737e-08,0.02421462404762891,0.27264851087011543,0.6372969610138791,1.642121075075764,0.022472861688488794,t,Pro-social,00D
12,0.5253605528652693,0.07122273486329807,0.3933670682264719,0.47522881427224617,0.5248083217274022,0.5714471735345226,0.6728845872158838,0.0063444772954992885,z,,00D
